ID,total_amount
0,7.080833333333338
1,13.725000000000009
2,17.277500000000007
3,10.425000000000008
4,7.358280700100553
5,9.119999999999994
6,11.720250000000004
7,15.360000000000008
8,7.385416666666671
9,10.89854007104007
10,20.86549999999999
11,15.875
12,16.380749999999995
13,18.30249999999999
14,12.105000000000008
15,6.061513484334464
16,41.454750000000004
17,11.909500000000005
18,6.600000000000001
19,7.195094246031749
20,17.064999999999994
21,13.560000000000016
22,7.087306547619049
23,46.869999999999926
24,26.93625000000001
25,8.475
26,14.404499999999993
27,19.118749999999988
28,53.12075
29,4.968722943722945
30,26.296499999999988
31,9.225250000000006
32,20.199999999999992
33,18.5
34,11.825000000000006
35,20.032251984126976
36,8.535750000000004
37,18.415749999999992
38,4.973035714285716
39,7.650000000000006
40,9.858250000000002
41,8.840000000000007
42,11.808750000000055
43,48.86249999999997
44,20.22760416666666
45,6.600000000000003
46,11.75
47,7.471250000000005
48,7.241243686868691
49,35.30924999999998
50,9.215000000000007
51,87.47675000000004
52,7.148583333333336
53,7.342916666666672
54,8.825000000000006
55,6.949999999999998
56,11.793750000000008
57,6.95000000000001
58,9.350000000000005
59,14.120000000000001
60,6.100000000000004
61,23.417249999999985
62,46.10649999999997
63,3.892187500000001
64,12.960000000000012
65,8.263705357142861
66,14.160000000000007
67,21.730499999999985
68,11.82910714285715
69,19.105750000000008
70,9.088399725274728
71,23.649999999999984
72,8.75
73,13.559999999999993
74,7.284583333333335
75,8.3875
76,11.724999999999998
77,11.150000000000016
78,8.15
79,29.049500000000002
80,16.849999999999994
81,9.929166666666672
82,7.559999999999998
83,9.592500000000006
84,5.9670000000000005
85,14.63104166666667
86,22.274999999999984
87,9.583500000000004
88,12.359999999999998
89,20.12499999999999
90,17.500000000000014
91,21.950000000000014
92,27.714499999999987
93,8.094500000000007
94,8.760000000000009
95,7.463541666666671
96,18.914999999999992
97,8.987500000000006
98,20.848750000000003
99,10.560000000000002
100,8.375249999999998
101,27.359999999999978
102,12.959999999999942
103,8.603589743589747
104,24.562499999999982
105,7.725000000000006
106,21.26874999999999
107,13.32083333333334
108,47.126749999999944
109,7.787321428571433
110,6.359999999999995
111,6.470000000000001
112,31.924999999999976
113,5.853809523809527
114,15.34
115,12.25
116,5.871875000000005
117,52.93749999999996
118,5.733333333333337
119,9.120000000000003
120,12.558750000000005
121,11.1
122,5.975000000000004
123,29.033999999999992
124,11.850000000000007
125,9.450000000000006
126,17.18666666666666
127,9.879500000000005
128,8.366091269841272
129,9.359999999999996
130,11.75
131,55.83825
132,38.702749999999995
133,8.150000000000018
134,10.025
135,18.590000000000003
136,17.760000000000076
137,11.730000000000008
138,9.416
139,9.872500000000006
140,7.900125000000005
141,5.110714285714288
142,17.379999999999992
143,15.950000000000191
144,10.706250000000006
145,9.624500000000003
146,25.560000000000034
147,8.150000000000007
148,8.124172008547013
149,15.949999999999978
150,15.55625
151,9.204166666666676
152,8.76000000000004
153,32.484500000000004
154,10.879662698412705
155,7.193180638805641
156,22.559999999999977
157,27.060749999999977
158,6.35
159,21.51249999999999
160,13.200500000000005
161,5.614583333333336
162,10.725000000000007
163,19.381249999999987
164,11.046750000000007
165,7.8141666666666705
166,7.593777195027194
167,8.416875000000005
168,8.100000000000005
169,7.560000000000033
170,10.83020833333334
171,57.629999999999974
172,17.149999999999956
173,22.624249999999986
174,35.20349999999998
175,16.050249999999995
176,3.3499999999999988
177,11.125000000000009
178,8.474508442372679
179,5.8060000000000045
180,10.097499999999993
181,7.931250000000006
182,7.454836257309945
183,17.387499999999996
184,14.039999999999969
185,51.51924999999998
186,7.550000000000004
187,8.160000000000002
188,55.548
189,9.949999999999998
190,8.355331423070393
191,39.53374999999999
192,6.609750000000004
193,14.342986111111113
194,21.674999999999986
195,6.850000000000004
196,11.875
197,16.012499999999996
198,7.800500000000005
199,8.496626499346624
200,8.687752525252531
201,11.532500000000006
202,11.462500000000007
203,11.047500000000007
204,6.972910714285717
205,9.66383928571429
206,7.554353999758409
207,11.0375
208,8.760000000000058
209,11.35
210,9.969791666666673
211,16.50408333333333
212,15.192249999999998
213,10.550000000000008
214,6.4013807951020425
215,16.560000000000006
216,10.61464285714286
217,35.420499999999976
218,14.5625
219,12.960000000000012
220,8.525750000000006
221,5.976833333333337
222,17.940250000000013
223,8.151041666666673
224,8.159999999999997
225,8.208750000000004
226,20.76000000000006
227,7.937500000000005
228,16.775
229,59.40599999999999
230,128.99825000000004
231,14.494375000000002
232,12.700000000000001
233,11.150000000000023
234,15.05
235,17.760000000000062
236,38.145374999999966
237,8.760000000000087
238,12.157775778533772
239,8.175000000000006
240,6.254166666666672
241,18.0
242,9.100000000000009
243,20.498749999999987
244,16.801249999999996
245,9.260416666666673
246,12.75208333333334
247,13.506250000000005
248,18.360000000000003
249,21.360000000000007
250,7.550000000000004
251,8.441666666666674
252,70.25999999999955
253,6.179807692307696
254,7.560000000000018
255,8.5625
256,14.636958333333334
257,21.40874999999999
258,11.288883928571432
259,12.090000000000042
260,16.005416666666665
261,10.428625000000007
262,6.992083333333338
263,8.903750000000006
264,5.862500000000004
265,27.231499999999983
266,12.960000000000004
267,12.959749999999996
268,25.1025
269,7.242030000891745
270,14.925
271,11.441666666666674
